,Pclass,Age,SibSp,Parch,Fare,Cabin,Sex_male,Embarked_Q,Embarked_S,y
0,0.4761820043652839,-0.3409914904637992,0.2490863918154502,-0.27261427645358083,-0.28917322852657845,-0.31362171256939886,0.42456708722164904,-0.17701194208483476,0.3564305738177075,0
1,-0.455937370077376,0.1859692830485608,0.1259982097469877,-0.1378995879071182,0.22907259260908722,0.5342531167645097,-0.39464523385853467,-0.08953996902027161,-0.4700869951490691,1
2,0.41027788278604616,-0.1411581168966424,-0.23531635641070692,-0.23488415592208228,-0.24241190010963212,-0.2702161170500708,-0.6721986196649818,-0.15251329147394987,0.3071001840589629,1
3,-0.5252215275450073,0.13680515180728997,0.1451448741304499,-0.15885478348947815,0.14109929125489767,0.6154381204486853,-0.45461544977188395,-0.10314644596291508,0.2076952915651262,1
4,0.4895540862516696,0.24136731098094227,-0.28078550825219833,-0.28026979555072545,-0.28776289636811025,-0.3224287972206059,0.4364897256341602,-0.18198276870727637,0.3664398114121748,0
5,0.21095471675539781,0.0,-0.12099383709752644,-0.12077161032029872,-0.12190438712726319,-0.13893842887155464,0.1880886484735813,0.8289961396590066,-0.4116992969770359,0
6,-0.4733620102584749,0.5652326127107887,-0.14343316177328816,-0.1431697211712452,0.11963621364002729,0.5546707638717701,0.22297127020184276,-0.09296193406283919,0.18718779711112166,0
7,0.23650938358364795,-0.6093178732383224,0.6424492141199298,0.21943033936899692,-0.06405513474227637,-0.15576917489165878,0.21087336179900754,-0.08791803328483958,0.1770314176747536,0
8,0.2966033126649774,-0.07446075206948313,-0.1701178975617985,0.7201748607944758,-0.15208996582685327,-0.1953480770356655,-0.48595438781044564,-0.11025685120882489,0.2220127765439727,1
9,-0.14116930472327893,-0.4617353708725399,0.16541135413525773,-0.1810355688085939,-0.01641736757424265,-0.20826746810302899,-0.5180930956610384,-0.11754871402231369,-0.6171335813828168,1
10,0.24774586769100626,-0.5921806854883266,0.1295935665452032,0.2298554036249356,-0.09347539724107257,0.5494980204753184,-0.40590642897619433,-0.09209499053189064,0.18544212291217158,1
11,-0.42876126597348996,0.5962484853165797,-0.1299187148350048,-0.1296800959268692,-0.031168133794704275,0.5024090099378332,-0.3711224417750038,-0.08420294757993503,0.1695507352191797,1
12,0.45915784094369977,-0.41421310849631926,-0.2633516323487109,-0.2628679400719932,-0.2698957968296124,-0.3024093037878969,0.40938822827690247,-0.1706835210147421,0.3436876892032211,0
13,0.138728624634451,0.12001066387340474,0.07256765739766927,0.9612417379158746,-0.003137041911818842,-0.09136907409646283,0.12369137753078945,-0.05156982633569787,0.10384080630957095,0
14,0.3545172144016417,-0.5176571044089902,-0.20333462435598054,-0.20296116402648445,-0.21007663425080791,-0.2334911754260353,-0.580840430758806,-0.1317852838798194,0.2653623467477779,0
15,-0.1386596344881831,0.7309090563853435,-0.17814436068120654,-0.17781716676699447,-0.12248056825555172,-0.20456494462130248,-0.5088825748347305,-0.11545896434667514,0.2324877317868227,1
16,0.15157928211648156,-0.39051290230749186,0.5779753972939645,0.1406332924814579,-0.011358479086931758,-0.09983273960715179,0.13514911042706135,0.5956664143828935,-0.29582217853890413,0
